service_id,route_id,trip_id,direction_id,trip_headsign,block_id,shape_id
SA,GREEN,SA_123209,1,Mahatma Gandhi Bus Station,SA_20201,GREEN2
SA,GREEN,SA_123210,0,JBS Parade Ground,SA_20301,GREEN1
SA,GREEN,SA_123211,1,Mahatma Gandhi Bus Station,SA_20301,GREEN2
SA,GREEN,SA_123212,0,JBS Parade Ground,SA_20101,GREEN1
SA,GREEN,SA_123213,1,Mahatma Gandhi Bus Station,SA_20101,GREEN2
SA,GREEN,SA_123214,0,JBS Parade Ground,SA_20201,GREEN1
SA,GREEN,SA_123215,1,Mahatma Gandhi Bus Station,SA_20201,GREEN2
SA,GREEN,SA_123216,0,JBS Parade Ground,SA_20301,GREEN1
SA,GREEN,SA_123217,1,Mahatma Gandhi Bus Station,SA_20301,GREEN2
SA,GREEN,SA_123218,0,JBS Parade Ground,SA_20101,GREEN1
SA,GREEN,SA_123219,1,Mahatma Gandhi Bus Station,SA_20101,GREEN2
SA,GREEN,SA_123220,0,JBS Parade Ground,SA_20201,GREEN1
SA,GREEN,SA_123221,1,Mahatma Gandhi Bus Station,SA_20201,GREEN2
SA,GREEN,SA_123222,0,JBS Parade Ground,SA_20301,GREEN1
SA,GREEN,SA_123223,1,Mahatma Gandhi Bus Station,SA_20301,GREEN2
SA,GREEN,SA_123224,0,JBS Parade Ground,SA_20101,GREEN1
SA,GREEN,SA_123225,1,Mahatma Gandhi Bus Station,SA_20101,GREEN2
SA,GREEN,SA_123226,0,JBS Parade Ground,SA_20201,GREEN1
SA,GREEN,SA_123227,1,Mahatma Gandhi Bus Station,SA_20201,GREEN2
SA,GREEN,SA_123228,0,JBS Parade Ground,SA_20301,GREEN1
SA,GREEN,SA_123229,1,Mahatma Gandhi Bus Station,SA_20301,GREEN2
SA,GREEN,SA_123230,0,JBS Parade Ground,SA_20101,GREEN1
SA,GREEN,SA_123231,1,Mahatma Gandhi Bus Station,SA_20101,GREEN2
SA,GREEN,SA_123232,0,JBS Parade Ground,SA_20201,GREEN1
SA,GREEN,SA_123233,1,Mahatma Gandhi Bus Station,SA_20201,GREEN2
SA,GREEN,SA_123234,0,JBS Parade Ground,SA_20301,GREEN1
SA,GREEN,SA_123235,1,Mahatma Gandhi Bus Station,SA_20301,GREEN2
SA,GREEN,SA_123236,0,JBS Parade Ground,SA_20101,GREEN1
SA,GREEN,SA_123237,1,Mahatma Gandhi Bus Station,SA_20101,GREEN2
SA,GREEN,SA_123238,0,JBS Parade Ground,SA_20201,GREEN1
SA,GREEN,SA_123239,1,Mahatma Gandhi Bus Station,SA_20201,GREEN2
SA,GREEN,SA_123240,0,JBS Parade Ground,SA_20301,GREEN1
SA,GREEN,SA_123241,1,Mahatma Gandhi Bus Station,SA_20301,GREEN2
SA,GREEN,SA_123242,0,JBS Parade Ground,SA_20101,GREEN1
SA,GREEN,SA_123243,1,Mahatma Gandhi Bus Station,SA_20101,GREEN2
SA,GREEN,SA_123244,0,JBS Parade Ground,SA_20201,GREEN1
SA,GREEN,SA_123245,1,Mahatma Gandhi Bus Station,SA_20201,GREEN2
SA,GREEN,SA_123246,0,JBS Parade Ground,SA_20301,GREEN1
SA,GREEN,SA_123247,1,Mahatma Gandhi Bus Station,SA_20301,GREEN2
SA,GREEN,SA_123248,0,JBS Parade Ground,SA_20101,GREEN1
SA,GREEN,SA_123249,1,Mahatma Gandhi Bus Station,SA_20101,GREEN2
SA,GREEN,SA_123250,0,JBS Parade Ground,SA_20201,GREEN1
SA,GREEN,SA_123251,1,Mahatma Gandhi Bus Station,SA_20201,GREEN2
SA,GREEN,SA_123276,0,JBS Parade Ground,SA_20201,GREEN1
SA,GREEN,SA_123277,1,Mahatma Gandhi Bus Station,SA_20201,GREEN2
SA,GREEN,SA_123282,0,JBS Parade Ground,SA_20301,GREEN1
SA,GREEN,SA_123283,1,Mahatma Gandhi Bus Station,SA_20301,GREEN2
SA,GREEN,SA_123286,0,JBS Parade Ground,SA_20101,GREEN1
SA,GREEN,SA_123287,1,Mahatma Gandhi Bus Station,SA_20101,GREEN2
SA,RED,SA_123312,0,L. B. Nagar,SA_11101,RED1
SA,RED,SA_123313,1,Miyapur,SA_11101,RED2
SA,RED,SA_123314,0,L. B. Nagar,SA_10101,RED1
SA,RED,SA_123315,1,Miyapur,SA_10101,RED2
SA,RED,SA_123316,0,L. B. Nagar,SA_11201,RED1
SA,RED,SA_123317,1,Miyapur,SA_11201,RED2
SA,RED,SA_123830,0,L. B. Nagar,SA_10201,RED1
SA,RED,SA_123831,1,Miyapur,SA_10201,RED2
SA,RED,SA_123832,0,L. B. Nagar,SA_11301,RED1
SA,RED,SA_123833,1,Miyapur,SA_11301,RED2
SA,RED,SA_123834,0,L. B. Nagar,SA_10301,RED1
SA,RED,SA_123835,1,Miyapur,SA_10301,RED2
SA,RED,SA_123836,0,L. B. Nagar,SA_11401,RED1
SA,RED,SA_123837,1,Miyapur,SA_11401,RED2
SA,RED,SA_123838,0,L. B. Nagar,SA_10401,RED1
SA,RED,SA_123839,1,Miyapur,SA_10401,RED2
SA,RED,SA_123840,0,L. B. Nagar,SA_11501,RED1
SA,RED,SA_123841,1,Miyapur,SA_11501,RED2
SA,RED,SA_123842,0,L. B. Nagar,SA_10501,RED1
SA,RED,SA_123843,1,Miyapur,SA_10501,RED2
SA,RED,SA_123844,0,L. B. Nagar,SA_11601,RED1
SA,RED,SA_123845,1,Miyapur,SA_11601,RED2
SA,RED,SA_123846,0,L. B. Nagar,SA_11701,RED1
SA,RED,SA_123847,1,Miyapur,SA_11701,RED2
SA,RED,SA_123848,0,L. B. Nagar,SA_10601,RED1
SA,RED,SA_123849,1,Miyapur,SA_10601,RED2
SA,RED,SA_123850,0,L. B. Nagar,SA_11801,RED1
SA,RED,SA_123851,1,Miyapur,SA_11801,RED2
SA,RED,SA_123852,0,L. B. Nagar,SA_10701,RED1
SA,RED,SA_123853,1,Miyapur,SA_10701,RED2
SA,RED,SA_123854,0,L. B. Nagar,SA_11901,RED1
SA,RED,SA_123855,1,Miyapur,SA_11901,RED2
SA,RED,SA_123856,0,L. B. Nagar,SA_10801,RED1
SA,RED,SA_123857,1,Miyapur,SA_10801,RED2
SA,RED,SA_123858,0,L. B. Nagar,SA_12001,RED1
SA,RED,SA_123859,1,Miyapur,SA_12001,RED2
SA,RED,SA_123860,0,L. B. Nagar,SA_10901,RED1
SA,RED,SA_123861,1,Miyapur,SA_10901,RED2
SA,RED,SA_123862,0,L. B. Nagar,SA_12101,RED1
SA,RED,SA_123863,1,Miyapur,SA_12101,RED2
SA,RED,SA_123864,0,L. B. Nagar,SA_12201,RED1
SA,RED,SA_123865,1,Miyapur,SA_12201,RED2
SA,RED,SA_123866,0,L. B. Nagar,SA_11001,RED1
SA,RED,SA_123867,1,Miyapur,SA_11001,RED2
SA,RED,SA_123868,0,L. B. Nagar,SA_11101,RED1
SA,RED,SA_123869,1,Miyapur,SA_11101,RED2
SA,RED,SA_123870,0,L. B. Nagar,SA_12301,RED1
SA,RED,SA_123871,1,Miyapur,SA_12301,RED2
SA,RED,SA_123872,0,L. B. Nagar,SA_10101,RED1
SA,RED,SA_123873,1,Miyapur,SA_10101,RED2
SA,RED,SA_123874,0,L. B. Nagar,SA_11201,RED1
SA,RED,SA_123875,1,Miyapur,SA_11201,RED2
SA,RED,SA_123876,0,L. B. Nagar,SA_10201,RED1
SA,RED,SA_123877,1,Miyapur,SA_10201,RED2
SA,RED,SA_123878,0,L. B. Nagar,SA_11301,RED1
SA,RED,SA_123879,1,Miyapur,SA_11301,RED2
SA,RED,SA_123880,0,L. B. Nagar,SA_10301,RED1
SA,RED,SA_123881,1,Miyapur,SA_10301,RED2
SA,RED,SA_123882,0,L. B. Nagar,SA_11401,RED1
SA,RED,SA_123883,1,Miyapur,SA_11401,RED2
SA,RED,SA_123884,0,L. B. Nagar,SA_10401,RED1
SA,RED,SA_123885,1,Miyapur,SA_10401,RED2
SA,RED,SA_123886,0,L. B. Nagar,SA_11501,RED1
SA,RED,SA_123887,1,Miyapur,SA_11501,RED2
SA,RED,SA_123888,0,L. B. Nagar,SA_10501,RED1
SA,RED,SA_123889,1,Miyapur,SA_10501,RED2
SA,RED,SA_123890,0,L. B. Nagar,SA_11601,RED1
SA,RED,SA_123891,1,Miyapur,SA_11601,RED2
SA,RED,SA_123892,0,L. B. Nagar,SA_11701,RED1
SA,RED,SA_123893,1,Miyapur,SA_11701,RED2
SA,RED,SA_123894,0,L. B. Nagar,SA_10601,RED1
SA,RED,SA_123895,1,Miyapur,SA_10601,RED2
SA,RED,SA_123896,0,L. B. Nagar,SA_11801,RED1
SA,RED,SA_123897,1,Miyapur,SA_11801,RED2
SA,RED,SA_123898,0,L. B. Nagar,SA_10701,RED1
SA,RED,SA_123899,1,Miyapur,SA_10701,RED2
SA,RED,SA_123900,0,L. B. Nagar,SA_11901,RED1
SA,RED,SA_123901,1,Miyapur,SA_11901,RED2
SA,RED,SA_123902,0,L. B. Nagar,SA_10801,RED1
SA,RED,SA_123903,1,Miyapur,SA_10801,RED2
SA,RED,SA_123904,0,L. B. Nagar,SA_12001,RED1
SA,RED,SA_123905,1,Miyapur,SA_12001,RED2
SA,RED,SA_123906,0,L. B. Nagar,SA_10901,RED1
SA,RED,SA_123907,1,Miyapur,SA_10901,RED2
SA,RED,SA_123908,0,L. B. Nagar,SA_12101,RED1
SA,RED,SA_123909,1,Miyapur,SA_12101,RED2
SA,RED,SA_123910,0,L. B. Nagar,SA_12201,RED1
SA,RED,SA_123911,1,Miyapur,SA_12201,RED2
SA,RED,SA_123912,0,L. B. Nagar,SA_11001,RED1
SA,RED,SA_123913,1,Miyapur,SA_11001,RED2
SA,RED,SA_123914,0,L. B. Nagar,SA_11101,RED1
SA,RED,SA_123915,1,Miyapur,SA_11101,RED2
SA,RED,SA_123916,0,L. B. Nagar,SA_12301,RED1
SA,RED,SA_123917,1,Miyapur,SA_12301,RED2
SA,RED,SA_123918,0,L. B. Nagar,SA_10101,RED1
SA,RED,SA_123919,1,Miyapur,SA_10101,RED2
SA,RED,SA_123920,0,L. B. Nagar,SA_11201,RED1
SA,RED,SA_123921,1,Miyapur,SA_11201,RED2
SA,RED,SA_123922,0,L. B. Nagar,SA_10201,RED1
SA,RED,SA_123923,1,Miyapur,SA_10201,RED2
SA,RED,SA_123924,0,L. B. Nagar,SA_11301,RED1
SA,RED,SA_123925,1,Miyapur,SA_11301,RED2
SA,RED,SA_123926,0,L. B. Nagar,SA_10301,RED1
SA,RED,SA_123927,1,Miyapur,SA_10301,RED2
SA,RED,SA_123928,0,L. B. Nagar,SA_11401,RED1
SA,RED,SA_123929,1,Miyapur,SA_11401,RED2
SU,RED,SU_43067,0,L. B. Nagar,SU_10201,RED1
SU,RED,SU_43068,1,Miyapur,SU_10201,RED2
SU,RED,SU_43069,0,L. B. Nagar,SU_10301,RED1
SU,RED,SU_43070,1,Miyapur,SU_10301,RED2
SU,RED,SU_43073,0,L. B. Nagar,SU_10501,RED1
SU,RED,SU_43074,1,Miyapur,SU_10501,RED2
SU,RED,SU_43075,0,L. B. Nagar,SU_10601,RED1
SU,RED,SU_43076,1,Miyapur,SU_10601,RED2
SU,RED,SU_43077,0,L. B. Nagar,SU_10701,RED1
SU,RED,SU_43078,1,Miyapur,SU_10701,RED2
SU,RED,SU_43079,0,L. B. Nagar,SU_10801,RED1
SU,RED,SU_43080,1,Miyapur,SU_10801,RED2
SU,RED,SU_43082,1,Miyapur,SU_10901,RED2
SU,RED,SU_43083,0,L. B. Nagar,SU_11001,RED1
SU,RED,SU_43084,1,Miyapur,SU_11001,RED2
SU,RED,SU_43085,0,L. B. Nagar,SU_10101,RED1
SU,RED,SU_43086,1,Miyapur,SU_10101,RED2
SU,RED,SU_43087,0,L. B. Nagar,SU_10201,RED1
SU,RED,SU_43088,1,Miyapur,SU_10201,RED2
SU,RED,SU_43089,0,L. B. Nagar,SU_10301,RED1
SU,RED,SU_43090,1,Miyapur,SU_10301,RED2
SU,RED,SU_43091,0,L. B. Nagar,SU_10401,RED1
SU,RED,SU_43092,1,Miyapur,SU_10401,RED2
SU,RED,SU_43093,0,L. B. Nagar,SU_10501,RED1
SU,RED,SU_43094,1,Miyapur,SU_10501,RED2
SU,RED,SU_43095,0,L. B. Nagar,SU_10601,RED1
SU,RED,SU_43096,1,Miyapur,SU_10601,RED2
SU,RED,SU_43097,0,L. B. Nagar,SU_10701,RED1
SU,RED,SU_43098,1,Miyapur,SU_10701,RED2
SU,RED,SU_43099,0,L. B. Nagar,SU_10801,RED1
SU,RED,SU_43100,1,Miyapur,SU_10801,RED2
SU,RED,SU_43101,0,L. B. Nagar,SU_10901,RED1
SU,RED,SU_43102,1,Miyapur,SU_10901,RED2
SU,RED,SU_43103,0,L. B. Nagar,SU_11001,RED1
SU,RED,SU_43104,1,Miyapur,SU_11001,RED2
SU,RED,SU_43105,0,L. B. Nagar,SU_10101,RED1
SU,RED,SU_43106,1,Miyapur,SU_10101,RED2
SU,RED,SU_44786,0,L. B. Nagar,SU_10901,RED1
SU,RED,SU_44792,0,L. B. Nagar,SU_10401,RED1
SU,RED,SU_44796,0,L. B. Nagar,SU_10101,RED1
SU,RED,SU_45583,0,L. B. Nagar,SU_10301,RED1
SU,RED,SU_45585,0,L. B. Nagar,SU_10501,RED1
SU,RED,SU_45587,0,L. B. Nagar,SU_11401,RED1
SU,RED,SU_45605,0,L. B. Nagar,SU_10901,RED1
SU,RED,SU_45618,0,L. B. Nagar,SU_11501,RED1
SU,RED,SU_45620,1,Miyapur,SU_10901,RED2
SU,RED,SU_47177,0,L. B. Nagar,SU_11001,RED1
SU,RED,SU_47179,1,Miyapur,SU_11001,RED2
SU,RED,SU_47185,0,L. B. Nagar,SU_11101,RED1
SU,RED,SU_47187,1,Miyapur,SU_11101,RED2
SU,RED,SU_48952,0,L. B. Nagar,SU_11101,RED1
SU,RED,SU_48953,1,Miyapur,SU_11101,RED2
SU,RED,SU_48954,0,L. B. Nagar,SU_10201,RED1
SU,RED,SU_48955,1,Miyapur,SU_10201,RED2
SU,RED,SU_48956,0,L. B. Nagar,SU_11201,RED1
SU,RED,SU_48957,1,Miyapur,SU_11201,RED2
SU,RED,SU_48958,0,L. B. Nagar,SU_10301,RED1
SU,RED,SU_48959,1,Miyapur,SU_10301,RED2
SU,RED,SU_48960,0,L. B. Nagar,SU_11301,RED1
SU,RED,SU_48961,1,Miyapur,SU_11301,RED2
SU,RED,SU_48962,0,L. B. Nagar,SU_10401,RED1
SU,RED,SU_48963,1,Miyapur,SU_10401,RED2
SU,RED,SU_48964,0,L. B. Nagar,SU_10501,RED1
SU,RED,SU_48965,1,Miyapur,SU_10501,RED2
SU,RED,SU_48966,0,L. B. Nagar,SU_11401,RED1
SU,RED,SU_48967,1,Miyapur,SU_11401,RED2
SU,RED,SU_48968,0,L. B. Nagar,SU_10601,RED1
SU,RED,SU_48969,1,Miyapur,SU_10601,RED2
SU,RED,SU_48970,0,L. B. Nagar,SU_11501,RED1
SU,RED,SU_48971,1,Miyapur,SU_11501,RED2
SU,RED,SU_48972,0,L. B. Nagar,SU_10701,RED1
SU,RED,SU_48973,1,Miyapur,SU_10701,RED2
SU,RED,SU_48974,0,L. B. Nagar,SU_10801,RED1
SU,RED,SU_48975,1,Miyapur,SU_10801,RED2
SU,RED,SU_48976,0,L. B. Nagar,SU_11601,RED1
SU,RED,SU_48977,1,Miyapur,SU_11601,RED2
SU,RED,SU_48978,0,L. B. Nagar,SU_10901,RED1
SU,RED,SU_48979,1,Miyapur,SU_10901,RED2
SU,RED,SU_48980,0,L. B. Nagar,SU_11701,RED1
SU,RED,SU_48981,1,Miyapur,SU_11701,RED2
SU,RED,SU_48982,0,L. B. Nagar,SU_11001,RED1
SU,RED,SU_48983,1,Miyapur,SU_11001,RED2
SU,RED,SU_48984,0,L. B. Nagar,SU_10101,RED1
SU,RED,SU_48985,1,Miyapur,SU_10101,RED2
SU,RED,SU_48986,0,L. B. Nagar,SU_11101,RED1
SU,RED,SU_48987,1,Miyapur,SU_11101,RED2
SU,RED,SU_48988,0,L. B. Nagar,SU_10201,RED1
SU,RED,SU_48989,1,Miyapur,SU_10201,RED2
SU,RED,SU_48990,0,L. B. Nagar,SU_11201,RED1
SU,RED,SU_48991,1,Miyapur,SU_11201,RED2
SU,RED,SU_48992,0,L. B. Nagar,SU_10301,RED1
SU,RED,SU_48993,1,Miyapur,SU_10301,RED2
SU,RED,SU_48994,0,L. B. Nagar,SU_11301,RED1
SU,RED,SU_48995,1,Miyapur,SU_11301,RED2
SU,RED,SU_48996,0,L. B. Nagar,SU_10401,RED1
SU,RED,SU_48997,1,Miyapur,SU_10401,RED2
SU,RED,SU_48998,0,L. B. Nagar,SU_10501,RED1
SU,RED,SU_48999,1,Miyapur,SU_10501,RED2
SU,RED,SU_49000,0,L. B. Nagar,SU_11401,RED1
SU,RED,SU_49001,1,Miyapur,SU_11401,RED2
SU,RED,SU_49002,0,L. B. Nagar,SU_10601,RED1
SU,RED,SU_49003,1,Miyapur,SU_10601,RED2
SU,RED,SU_49004,0,L. B. Nagar,SU_11501,RED1
SU,RED,SU_49005,1,Miyapur,SU_11501,RED2
SU,RED,SU_49006,0,L. B. Nagar,SU_10701,RED1
SU,RED,SU_49007,1,Miyapur,SU_10701,RED2
SU,RED,SU_49008,0,L. B. Nagar,SU_10801,RED1
SU,RED,SU_49009,1,Miyapur,SU_10801,RED2
SU,RED,SU_49010,0,L. B. Nagar,SU_11601,RED1
SU,RED,SU_49011,1,Miyapur,SU_11601,RED2
SU,RED,SU_49012,0,L. B. Nagar,SU_10901,RED1
SU,RED,SU_49013,1,Miyapur,SU_10901,RED2
SU,RED,SU_49014,0,L. B. Nagar,SU_11701,RED1
SU,RED,SU_49015,1,Miyapur,SU_11701,RED2
SU,RED,SU_49016,0,L. B. Nagar,SU_11001,RED1
SU,RED,SU_49017,1,Miyapur,SU_11001,RED2
SU,RED,SU_49018,0,L. B. Nagar,SU_10101,RED1
SU,RED,SU_49019,1,Miyapur,SU_10101,RED2
SU,RED,SU_49020,0,L. B. Nagar,SU_11101,RED1
SU,RED,SU_49021,1,Miyapur,SU_11101,RED2
SU,RED,SU_49022,0,L. B. Nagar,SU_10201,RED1
SU,RED,SU_49023,1,Miyapur,SU_10201,RED2
SU,RED,SU_49024,0,L. B. Nagar,SU_11201,RED1
SU,RED,SU_49025,1,Miyapur,SU_11201,RED2
SU,RED,SU_49026,0,L. B. Nagar,SU_10301,RED1
SU,RED,SU_49027,1,Miyapur,SU_10301,RED2
SU,RED,SU_49028,0,L. B. Nagar,SU_11301,RED1
SU,RED,SU_49029,1,Miyapur,SU_11301,RED2
SU,RED,SU_49030,0,L. B. Nagar,SU_10401,RED1
SU,RED,SU_49031,1,Miyapur,SU_10401,RED2
SU,RED,SU_49032,0,L. B. Nagar,SU_10501,RED1
SU,RED,SU_49033,1,Miyapur,SU_10501,RED2
SU,RED,SU_49034,0,L. B. Nagar,SU_11401,RED1
SU,RED,SU_49035,1,Miyapur,SU_11401,RED2
SU,RED,SU_49036,0,L. B. Nagar,SU_10601,RED1
SU,RED,SU_49037,1,Miyapur,SU_10601,RED2
SU,RED,SU_49038,0,L. B. Nagar,SU_11501,RED1
SU,RED,SU_49039,1,Miyapur,SU_11501,RED2
SU,RED,SU_49040,0,L. B. Nagar,SU_10701,RED1
SU,RED,SU_49041,1,Miyapur,SU_10701,RED2
SU,RED,SU_49042,0,L. B. Nagar,SU_10801,RED1
SU,RED,SU_49043,1,Miyapur,SU_10801,RED2
SU,RED,SU_49044,0,L. B. Nagar,SU_11601,RED1
SU,RED,SU_49045,1,Miyapur,SU_11601,RED2
SU,RED,SU_49046,0,L. B. Nagar,SU_10901,RED1
SU,RED,SU_49047,1,Miyapur,SU_10901,RED2
SU,RED,SU_49048,0,L. B. Nagar,SU_11701,RED1
SU,RED,SU_49049,1,Miyapur,SU_11701,RED2
SU,RED,SU_49050,0,L. B. Nagar,SU_11001,RED1
SU,RED,SU_49051,1,Miyapur,SU_11001,RED2
SU,RED,SU_49052,0,L. B. Nagar,SU_10101,RED1
SU,RED,SU_49053,1,Miyapur,SU_10101,RED2
SU,RED,SU_49054,0,L. B. Nagar,SU_11101,RED1
SU,RED,SU_49055,1,Miyapur,SU_11101,RED2
SU,RED,SU_49056,0,L. B. Nagar,SU_10201,RED1
SU,RED,SU_49057,1,Miyapur,SU_10201,RED2
SU,RED,SU_49058,0,L. B. Nagar,SU_11201,RED1
SU,RED,SU_49059,1,Miyapur,SU_11201,RED2
SU,RED,SU_49060,0,L. B. Nagar,SU_10301,RED1
SU,RED,SU_49061,1,Miyapur,SU_10301,RED2
SU,RED,SU_49062,0,L. B. Nagar,SU_11301,RED1
SU,RED,SU_49063,1,Miyapur,SU_11301,RED2
SU,RED,SU_49064,0,L. B. Nagar,SU_10401,RED1
SU,RED,SU_49065,1,Miyapur,SU_10401,RED2
SU,RED,SU_49066,0,L. B. Nagar,SU_10501,RED1
SU,RED,SU_49067,1,Miyapur,SU_10501,RED2
SU,RED,SU_49068,0,L. B. Nagar,SU_11401,RED1
SU,RED,SU_49069,1,Miyapur,SU_11401,RED2
SU,RED,SU_49070,0,L. B. Nagar,SU_10601,RED1
SU,RED,SU_49071,1,Miyapur,SU_10601,RED2
SU,RED,SU_49072,0,L. B. Nagar,SU_11501,RED1
SU,RED,SU_49073,1,Miyapur,SU_11501,RED2
SU,RED,SU_49074,0,L. B. Nagar,SU_10701,RED1
SU,RED,SU_49075,1,Miyapur,SU_10701,RED2
SU,RED,SU_49076,0,L. B. Nagar,SU_10801,RED1
SU,RED,SU_49077,1,Miyapur,SU_10801,RED2
SU,RED,SU_49078,0,L. B. Nagar,SU_11601,RED1
SU,RED,SU_49079,1,Miyapur,SU_11601,RED2
SU,RED,SU_49080,0,L. B. Nagar,SU_10901,RED1
SU,RED,SU_49081,1,Miyapur,SU_10901,RED2
SU,RED,SU_49082,0,L. B. Nagar,SU_11701,RED1
SU,RED,SU_49083,1,Miyapur,SU_11701,RED2
SU,RED,SU_49084,0,L. B. Nagar,SU_11001,RED1
SU,RED,SU_49085,1,Miyapur,SU_11001,RED2
SU,RED,SU_49086,0,L. B. Nagar,SU_10101,RED1
SU,RED,SU_49087,1,Miyapur,SU_10101,RED2
SU,RED,SU_49088,0,L. B. Nagar,SU_11101,RED1
SU,RED,SU_49089,1,Miyapur,SU_11101,RED2
SU,RED,SU_49090,0,L. B. Nagar,SU_10201,RED1
SU,RED,SU_49091,1,Miyapur,SU_10201,RED2
SU,RED,SU_49092,0,L. B. Nagar,SU_11201,RED1
SU,RED,SU_49093,1,Miyapur,SU_11201,RED2
SU,RED,SU_49600,0,L. B. Nagar,SU_11801,RED1
SU,RED,SU_49601,1,Miyapur,SU_11801,RED2
SU,RED,SU_49602,0,L. B. Nagar,SU_10301,RED1
SU,RED,SU_49603,1,Miyapur,SU_10301,RED2
SU,RED,SU_49604,0,L. B. Nagar,SU_11301,RED1
SU,RED,SU_49605,1,Miyapur,SU_11301,RED2
SU,RED,SU_49606,0,L. B. Nagar,SU_10401,RED1
SU,RED,SU_49607,1,Miyapur,SU_10401,RED2
SU,RED,SU_49608,0,L. B. Nagar,SU_10501,RED1
SU,RED,SU_49609,1,Miyapur,SU_10501,RED2
SU,RED,SU_49610,0,L. B. Nagar,SU_11401,RED1
SU,RED,SU_49611,1,Miyapur,SU_11401,RED2
SU,RED,SU_49612,0,L. B. Nagar,SU_10601,RED1
SU,RED,SU_49613,1,Miyapur,SU_10601,RED2
SU,RED,SU_49614,0,L. B. Nagar,SU_11501,RED1
SU,RED,SU_49615,1,Miyapur,SU_11501,RED2
SU,RED,SU_49616,0,L. B. Nagar,SU_10701,RED1
SU,RED,SU_49617,1,Miyapur,SU_10701,RED2
SU,RED,SU_49618,0,L. B. Nagar,SU_11901,RED1
SU,RED,SU_49619,1,Miyapur,SU_11901,RED2
SU,RED,SU_49620,0,L. B. Nagar,SU_10801,RED1
SU,RED,SU_49621,1,Miyapur,SU_10801,RED2
SU,RED,SU_49622,0,L. B. Nagar,SU_11601,RED1
SU,RED,SU_49623,1,Miyapur,SU_11601,RED2
SU,RED,SU_49624,0,L. B. Nagar,SU_10901,RED1
SU,RED,SU_49625,1,Miyapur,SU_10901,RED2
SU,RED,SU_49626,0,L. B. Nagar,SU_11701,RED1
SU,RED,SU_49627,1,Miyapur,SU_11701,RED2
SU,RED,SU_49628,0,L. B. Nagar,SU_11001,RED1
SU,RED,SU_49629,1,Miyapur,SU_11001,RED2
SU,RED,SU_49630,0,L. B. Nagar,SU_10101,RED1
SU,RED,SU_49631,1,Miyapur,SU_10101,RED2
SU,RED,SU_49632,0,L. B. Nagar,SU_11101,RED1
SU,RED,SU_49633,1,Miyapur,SU_11101,RED2
SU,RED,SU_49634,0,L. B. Nagar,SU_10201,RED1
SU,RED,SU_49635,1,Miyapur,SU_10201,RED2
SU,RED,SU_49637,1,Miyapur,SU_11201,RED2
SU,RED,SU_49638,0,L. B. Nagar,SU_11801,RED1
SU,RED,SU_49639,1,Miyapur,SU_11801,RED2
SU,RED,SU_49640,0,L. B. Nagar,SU_10301,RED1
SU,RED,SU_49641,1,Miyapur,SU_10301,RED2
SU,RED,SU_49642,0,L. B. Nagar,SU_11301,RED1
SU,RED,SU_49643,1,Miyapur,SU_11301,RED2
SU,RED,SU_49644,0,L. B. Nagar,SU_10401,RED1
SU,RED,SU_49645,1,Miyapur,SU_10401,RED2
SU,RED,SU_49646,0,L. B. Nagar,SU_10501,RED1
SU,RED,SU_49647,1,Miyapur,SU_10501,RED2
SU,RED,SU_49648,0,L. B. Nagar,SU_11401,RED1
SU,RED,SU_49649,1,Miyapur,SU_11401,RED2
SU,RED,SU_49650,0,L. B. Nagar,SU_10601,RED1
SU,RED,SU_49651,1,Miyapur,SU_10601,RED2
SU,RED,SU_49652,0,L. B. Nagar,SU_11501,RED1
SU,RED,SU_49653,1,Miyapur,SU_11501,RED2
SU,RED,SU_49654,0,L. B. Nagar,SU_10701,RED1
SU,RED,SU_49655,1,Miyapur,SU_10701,RED2
SU,RED,SU_49656,0,L. B. Nagar,SU_11901,RED1
SU,RED,SU_49657,1,Miyapur,SU_11901,RED2
SU,RED,SU_49658,0,L. B. Nagar,SU_10801,RED1
SU,RED,SU_49659,1,Miyapur,SU_10801,RED2
SU,RED,SU_49660,0,L. B. Nagar,SU_11601,RED1
SU,RED,SU_49661,1,Miyapur,SU_11601,RED2
SU,RED,SU_49662,0,L. B. Nagar,SU_10901,RED1
SU,RED,SU_49663,1,Miyapur,SU_10901,RED2
SU,RED,SU_49664,0,L. B. Nagar,SU_11701,RED1
SU,RED,SU_49665,1,Miyapur,SU_11701,RED2
SU,RED,SU_49666,0,L. B. Nagar,SU_11001,RED1
SU,RED,SU_49667,1,Miyapur,SU_11001,RED2
SU,RED,SU_49668,0,L. B. Nagar,SU_10101,RED1
SU,RED,SU_49669,1,Miyapur,SU_10101,RED2
SU,RED,SU_49670,0,L. B. Nagar,SU_11101,RED1
SU,RED,SU_49671,1,Miyapur,SU_11101,RED2
SU,RED,SU_49672,0,L. B. Nagar,SU_10201,RED1
SU,RED,SU_49673,1,Miyapur,SU_10201,RED2
SU,RED,SU_49674,0,L. B. Nagar,SU_11201,RED1
SU,RED,SU_49675,1,Miyapur,SU_11201,RED2
SU,RED,SU_49676,0,L. B. Nagar,SU_11801,RED1
SU,RED,SU_49677,1,Miyapur,SU_11801,RED2
SU,RED,SU_49678,0,L. B. Nagar,SU_10301,RED1
SU,RED,SU_49679,1,Miyapur,SU_10301,RED2
SU,RED,SU_49680,0,L. B. Nagar,SU_11301,RED1
SU,RED,SU_49681,1,Miyapur,SU_11301,RED2
